Aashar,Shayer
"tujh se himmat to paḌī ishq ko kuchh kahne kī
ḳhair shikva na sahī shukr kā iz.hār to hai",firaq-gorakhpuri
"is meñ bhī rābta-e-ḳhās kī miltī hai jhalak
ḳhair iqrār-e-mohabbat na ho inkār to hai",firaq-gorakhpuri
"kyuuñ jhapak jaatī hai rah rah ke tirī barq-e-nigāh
ye jhijak kis liye ik kushta-e-dīdār to hai",firaq-gorakhpuri
"ka.ī unvān haiñ mamnūn-e-karam karne ke
ishq meñ kuchh na sahī zindagī be-kār to hai",firaq-gorakhpuri
"sahar-o-shām sar-e-anjuman-e-nāz na ho
jalva-e-husn to hai ishq-e-siyahkār to hai",firaq-gorakhpuri
"chauñk uThte haiñ 'firāq' aate hī us shoḳh kā naam
kuchh sarāsīmgī-e-ishq kā iqrār to hai",firaq-gorakhpuri
"mai-kade meñ aaj ik duniyā ko izn-e-ām thā
daur-e-jām-e-be-ḳhudī begāna-e-ayyām thā",firaq-gorakhpuri
"ruuh larzāñ aañkh mahv-e-dīd dil nākām thā
ishq kā āġhāz bhī shā.ista-e-anjām thā",firaq-gorakhpuri
"rafta rafta ishq ko tasvīr-e-ġham kar hī diyā
husn bhī kitnā ḳharāb-e-gardish-e-ayyām thā",firaq-gorakhpuri
"ġham-kade meñ dahr ke yuuñ to añdherā thā magar
ishq kā dāġh-e-siyah-baḳhtī charāġh-e-shām thā",firaq-gorakhpuri
"terī duzdīda-nigāhī yuuñ to nā-mahsūs thī
haañ magar daftar kā daftar husn kā paiġhām thā",firaq-gorakhpuri
"shaaq ahl-e-shauq par thiiñ us kī ismat-dāriyāñ
sach hai lekin husn dar-parda bahut bad-nām thā",firaq-gorakhpuri
"mahv the gulzār-e-rañgā-rañg ke naqsh-o-nigār
vahshateñ thī dil ke sannāTe the dasht-e-shām thā",firaq-gorakhpuri
"be-ḳhatā thā husn har jaur-o-jafā ke ba.ad bhī
ishq ke sar tā-abad ilzām hī ilzām thā",firaq-gorakhpuri
"yuuñ garebāñ-chāk duniyā meñ nahīñ hotā koī
har khulā gulshan shahīd-e-gardish-e-ayyām thā",firaq-gorakhpuri
"dekh husn-e-sharmagīñ dar-parda kyā laayā hai rañg
ishq rusvā-e-jahāñ badnām hī badnām thā",firaq-gorakhpuri
"raunaq-e-bazm-e-jahāñ thā go dil-e-ġham-ghīñ 'firāq'
sard thā afsurda thā mahrūm thā nākām thā",firaq-gorakhpuri
"mujh ko maarā hai har ik dard o davā se pahle
dī sazā ishq ne har jurm-o-ḳhatā se pahle",firaq-gorakhpuri
"ātish-e-ishq bhaḌaktī hai havā se pahle
hoñT julte haiñ mohabbat meñ duā se pahle",firaq-gorakhpuri
"fitne barpā hue har ġhuncha-e-sar-basta se
khul gayā rāz-e-chaman chāk-e-qabā se pahle",firaq-gorakhpuri
"chaal hai bāda-e-hastī kā chhalaktā huā jaam
ham kahāñ the tire naqsh-e-kaf-e-pā se pahle",firaq-gorakhpuri
"ab kamī kyā hai tire be-sar-o-sāmānoñ ko
kuchh na thā terī qasam tark-e-vafā se pahle",firaq-gorakhpuri
"ishq-e-bebāk ko da.ave the bahut ḳhalvat meñ
kho diyā saarā bharam sharm-o-hayā se pahle",firaq-gorakhpuri
"ḳhud-baḳhud chaak hue pairahan-e-lāla-o-gul
chal ga.ī kaun havā bād-e-sabā se pahle",firaq-gorakhpuri
"ham-safar rāh-e-adam meñ na ho tāroñ-bharī raat
ham pahuñch jā.eñge is ābla-pā se pahle",firaq-gorakhpuri
"parda-e-sharm meñ sad-barq-e-tabassum ke nisār
hosh jaate rahe nairañg-e-hayā se pahle",firaq-gorakhpuri
"maut ke naam se Darte the ham ai shauq-e-hayāt
tū ne to maar hī Daalā thā qazā se pahle",firaq-gorakhpuri
"be-takalluf bhī tirā husn-e-ḳhud-ārā thā kabhī
ik adā aur bhī thī husn-e-adā se pahle",firaq-gorakhpuri
"ġhaflateñ hastī-e-fānī kī batā deñgī tujhe
jo mirā haal thā ehsās-e-fanā se pahle",firaq-gorakhpuri
"ham unheñ pā ke 'firāq' aur bhī kuchh kho.e ga.e
ye takalluf to na the ahd-e-vafā se pahle",firaq-gorakhpuri
"narm fazā kī karvaTeñ dil ko dukhā ke rah ga.iiñ
ThanDī havā.eñ bhī tirī yaad dilā ke rah ga.iiñ",firaq-gorakhpuri
"shaam bhī thī dhuāñ dhuāñ husn bhī thā udaas udaas
dil ko ka.ī kahāniyāñ yaad sī aa ke rah ga.iiñ",firaq-gorakhpuri
"mujh ko ḳharāb kar ga.iiñ nīm-nigāhiyāñ tirī
mujh se hayāt o maut bhī āñkheñ churā ke rah ga.iiñ",firaq-gorakhpuri
"husn-e-nazar-fareb meñ kis ko kalām thā magar
terī adā.eñ aaj to dil meñ samā ke rah ga.iiñ",firaq-gorakhpuri
"tab kahīñ kuchh pata chalā sidq-o-ḳhulūs-e-husn kā
jab vo nigāheñ ishq se bāteñ banā ke rah ga.iiñ",firaq-gorakhpuri
"tere ḳhirām-e-nāz se aaj vahāñ chaman khile
fasleñ bahār kī jahāñ ḳhaak uḌā ke rah ga.iiñ",firaq-gorakhpuri
"pūchh na un nigāhoñ kī turfa karishma-sāziyāñ
fitne sulā ke rah ga.iiñ fitne jagā ke rah ga.iiñ",firaq-gorakhpuri
"tāroñ kī aañkh bhī bhar aa.ī merī sadā-e-dard par
un kī nigāheñ bhī tirā naam batā ke rah ga.iiñ",firaq-gorakhpuri
"uf ye zamīñ kī gardisheñ aah ye ġham kī Thokareñ
ye bhī to baḳht-e-ḳhufta ke shāne hilā ke rah ga.iiñ",firaq-gorakhpuri
"aur to ahl-e-dard kaun sambhāltā bhalā
haañ terī shādmāniyāñ un ko rulā ke rah ga.iiñ",firaq-gorakhpuri
"yaad kuchh aa.iiñ is tarah bhūlī huī kahāniyāñ
kho.e hue diloñ meñ aaj dard uThā ke rah ga.iiñ",firaq-gorakhpuri
"sāz-e-nashāt-e-zindagī aaj laraz laraz uThā
kis kī nigāheñ ishq kā dard sunā ke rah ga.iiñ",firaq-gorakhpuri
"tum nahīñ aa.e aur raat rah ga.ī raah dekhtī
tāroñ kī mahfileñ bhī aaj āñkheñ bichhā ke rah ga.iiñ",firaq-gorakhpuri
"jhuum ke phir chalīñ havā.eñ vajd meñ aa.iiñ phir fazā.eñ
phir tirī yaad kī ghaTā.eñ sīnoñ pe chhā ke rah ga.iiñ",firaq-gorakhpuri
"qalb o nigāh kī ye iid uf ye ma.āl-e-qurb-o-dīd
charḳh kī gardisheñ tujhe mujh se chhupā ke rah ga.iiñ",firaq-gorakhpuri
"phir haiñ vahī udāsiyāñ phir vahī suunī kā.enāt
ahl-e-tarab kī mahfileñ rañg jamā ke rah ga.iiñ",firaq-gorakhpuri
"kaun sukūn de sakā ġham-zadagān-e-ishq ko
bhīgtī rāteñ bhī 'firāq' aag lagā ke rah ga.iiñ",firaq-gorakhpuri
"nigāh-e-nāz ne parde uThā.e haiñ kyā kyā
hijāb ahl-e-mohabbat ko aa.e haiñ kyā kyā",firaq-gorakhpuri
"jahāñ meñ thī bas ik afvāh tere jalvoñ kī
charāġh-e-dair-o-haram jhilmilā.e haiñ kyā kyā",firaq-gorakhpuri
"do-chār barq-e-tajallī se rahne vāloñ ne
fareb narm-nigāhī ke khaa.e haiñ kyā kyā",firaq-gorakhpuri
"diloñ pe karte hue aaj aatī jaatī choT
tirī nigāh ne pahlū bachā.e haiñ kyā kyā",firaq-gorakhpuri
"nisār nargis-e-mai-gūñ ki aaj paimāne
laboñ tak aa.e hue thartharā.e haiñ kyā kyā",firaq-gorakhpuri
"vo ik zarā sī jhalak barq-e-kam-nigāhī kī
jigar ke zaḳhm-e-nihāñ muskurā.e haiñ kyā kyā",firaq-gorakhpuri
"charāġh-e-tūr jale ā.ina-dar-ā.īna
hijāb barq-e-adā ne uThā.e haiñ kyā kyā",firaq-gorakhpuri
"ba-qadr-e-zauq-e-nazar dīd-e-husn kyā ho magar
nigāh-e-shauq meñ jalve samā.e haiñ kyā kyā",firaq-gorakhpuri
"kahīñ charāġh kahīñ gul kahīñ dil-e-barbād
ḳhirām-e-nāz ne fitne uThā.e haiñ kyā kyā",firaq-gorakhpuri
"taġhāful aur baḌhā us ġhazāl-e-ra.anā kā
fusūn-e-ġham ne bhī jaadū jagā.e haiñ kyā kyā",firaq-gorakhpuri
"hazār fitna-e-bedār ḳhvāb-e-rañgīñ meñ
chaman meñ ġhuncha-e-gul-rañg laa.e haiñ kyā kyā",firaq-gorakhpuri
"tire ḳhulūs-e-nihāñ kā to aah kyā kahnā
sulūk uchaTTe bhī dil meñ samā.e haiñ kyā kyā",firaq-gorakhpuri
"nazar bachā ke tire ishva-hā-e-pinhāñ ne
diloñ meñ dard-e-mohabbat uThā.e haiñ kyā kyā",firaq-gorakhpuri
"payām-e-husn payām-e-junūñ payām-e-fanā
tirī nigah ne fasāne sunā.e haiñ kyā kyā",firaq-gorakhpuri
"tamām husn ke jalve tamām mahrūmī
bharam nigāh ne apne gañvā.e haiñ kyā kyā",firaq-gorakhpuri
"'firāq' rāh-e-vafā meñ subuk-ravī terī
baḌe-baḌoñ ke qadam Dagmagā.e haiñ kyā kyā",firaq-gorakhpuri
"raat bhī niiñd bhī kahānī bhī
haa.e kyā chiiz hai javānī bhī",firaq-gorakhpuri
"ek paiġhām-e-zindagānī bhī
āshiqī marg-e-nā-gahānī bhī",firaq-gorakhpuri
"is adā kā tirī javāb nahīñ
mehrbānī bhī sargirānī bhī",firaq-gorakhpuri
"dil ko apne bhī ġham the duniyā meñ
kuchh balā.eñ thiiñ āsmānī bhī",firaq-gorakhpuri
"mansab-e-dil ḳhushī luTānā hai
ġham-e-pinhāñ kī pāsbānī bhī",firaq-gorakhpuri
"dil ko sho.aloñ se kartī hai sairāb
zindagī aag bhī hai paanī bhī",firaq-gorakhpuri
"shād-kāmoñ ko ye nahīñ taufīq
dil-e-ġham-ghīñ kī shādmānī bhī",firaq-gorakhpuri
"laakh husn-e-yaqīñ se baḌh kar hai
un nigāhoñ kī bad-gumānī bhī",firaq-gorakhpuri
"tañgnā-e-dil-e-malūl meñ hai
bahr-e-hastī kī be-karānī bhī",firaq-gorakhpuri
"ishq-e-nākām kī hai parchhā.īñ
shādmānī bhī kāmrānī bhī",firaq-gorakhpuri
"dekh dil ke nigār-ḳhāne meñ
zaḳhm-e-pinhāñ kī hai nishānī bhī",firaq-gorakhpuri
"ḳhalq kyā kyā mujhe nahīñ kahtī
kuchh sunūñ maiñ tirī zabānī bhī",firaq-gorakhpuri
"aa.e tārīḳh-e-ishq meñ sau baar
maut ke daur-e-darmiyānī bhī",firaq-gorakhpuri
"apnī ma.asūmiyat ke parde meñ
ho ga.ī vo nazar siyānī bhī",firaq-gorakhpuri
"din ko sūraj-mukhī hai vo nau-gul
raat ko hai vo rāt-rānī bhī",firaq-gorakhpuri
"dil-e-bad-nām tere baare meñ
log kahte haiñ ik kahānī bhī",firaq-gorakhpuri
"vaz.a karte koī na.ī duniyā
ki ye duniyā huī purānī bhī",firaq-gorakhpuri
"dil ko ādāb-e-bandagī bhī na aa.e
kar ga.e log hukmarānī bhī",firaq-gorakhpuri
"jaur-e-kam-kam kā shukriya bas hai
aap kī itnī mehrbānī bhī",firaq-gorakhpuri
"dil meñ ik huuk bhī uThī ai dost
yaad aa.ī tirī javānī bhī",firaq-gorakhpuri
"sar se pā tak supurdagī kī adā
ek andāz-e-turkamānī bhī",firaq-gorakhpuri
"paas rahnā kisī kā raat kī raat
mehmānī bhī mezbānī bhī",firaq-gorakhpuri
"ho na aks-e-jabīn-e-nāz ki hai
dil meñ ik nūr-e-kahkashānī bhī",firaq-gorakhpuri
"zindagī ain dīd-e-yār 'firāq'
zindagī hijr kī kahānī bhī",firaq-gorakhpuri
"ras meñ Duubā huā lahrātā badan kyā kahnā
karvaTeñ letī huī sub.h-e-chaman kyā kahnā",firaq-gorakhpuri
"nigah-e-nāz meñ ye pichhle pahar rañg-e-ḳhumār
niiñd meñ Duubī huī chandr-kiran kyā kahnā",firaq-gorakhpuri
"bāġh-e-jannat pe ghaTā jaise baras ke khul jaa.e
ye suhānī tirī ḳhushbu-e-badan kyā kahnā",firaq-gorakhpuri
"Thahrī Thahrī sī nigāhoñ meñ ye vahshat kī kiran
chauñke chauñke se ye āhū-e-ḳhutan kyā kahnā",firaq-gorakhpuri
"ruup sañgīt ne dhārā hai badan kā ye rachāv
tujh pe lahlūt hai be-sāḳhta-pan kyā kahnā",firaq-gorakhpuri
"jaise lahrā.e koī sho.ala-kamar kī ye lachak
sar-ba-sar ātish-e-sayyāl badan kyā kahnā",firaq-gorakhpuri
"jis tarah jalva-e-firdos havāoñ se chhine
pairahan meñ tire rañgīnī-e-tan kyā kahnā",firaq-gorakhpuri
"jalva-o-parde kā ye rañg dam-e-nazzāra
jis tarah adh-khule ghuñghaT meñ dulhan kyā kahnā",firaq-gorakhpuri
"dam-e-taqrīr khil uThte haiñ gulistāñ kyā kyā
yuuñ to ik ġhuncha-e-nauras hai dahan kyā kahnā",firaq-gorakhpuri
"dil ke ā.īne meñ is tarah utartī hai nigāh
jaise paanī meñ lachak jaa.e kiran kyā kahnā",firaq-gorakhpuri
"lahlahātā huā ye qad ye lahaktā joban
zulf so mahkī huī rātoñ kā ban kyā kahnā",firaq-gorakhpuri
"tū mohabbat kā sitāra to javānī kā suhāg
husn lau detā hai la.al-e-yaman kyā kahnā",firaq-gorakhpuri
"terī āvāz saverā tirī bāteñ taḌkā
āñkheñ khul jaatī haiñ ejāz-e-suḳhan kyā kahnā",firaq-gorakhpuri
"zulf-e-shab-gūñ kī chamak paikar-e-sīmīñ kī damak
dīp-mālā hai sar-e-gañg-o-jaman kyā kahnā",firaq-gorakhpuri
"nīlgūñ shabnamī kapḌoñ meñ badan kī ye jot
jaise chhantī ho sitāroñ kī kiran kyā kahnā",firaq-gorakhpuri
"rukī rukī sī shab-e-marg ḳhatm par aa.ī
vo pau phaTī vo na.ī zindagī nazar aa.ī",firaq-gorakhpuri
"ye moḌ vo hai ki parchhā.iyāñ bhī deñgī na saath
musāfiroñ se kaho us kī rahguzar aa.ī",firaq-gorakhpuri
"fazā tabassum-e-sub.h-e-bahār thī lekin
pahuñch ke manzil-e-jānāñ pe aañkh bhar aa.ī",firaq-gorakhpuri
"kahīñ zamān-o-makāñ meñ hai naam ko bhī sukūñ
magar ye baat mohabbat kī baat par aa.ī",firaq-gorakhpuri
"kisī kī bazm-e-tarab meñ hayāt baTtī thī
umīd-vāroñ meñ kal maut bhī nazar aa.ī",firaq-gorakhpuri
"kahāñ har ek se insāniyat kā baar uThā
ki ye balā bhī tire āshiqoñ ke sar aa.ī",firaq-gorakhpuri
"diloñ meñ aaj tirī yaad muddatoñ ke ba.ad
ba-chehra-e-mutabassim ba-chashm-e-tar aa.ī",firaq-gorakhpuri
"nayā nahīñ hai mujhe marg-e-nā-gahāñ kā payām
hazār rañg se apnī mujhe ḳhabar aa.ī",firaq-gorakhpuri
"fazā ko jaise koī raag chīrtā jaa.e
tirī nigāh diloñ meñ yūñhī utar aa.ī",firaq-gorakhpuri
"zarā visāl ke ba.ad aa.ina to dekh ai dost
tire jamāl kī doshīzgī nikhar aa.ī",firaq-gorakhpuri
"tirā hī aks sarishk-e-ġham-e-zamāna meñ thā
nigāh meñ tirī tasvīr sī utar aa.ī",firaq-gorakhpuri
"ajab nahīñ ki chaman-dar-chaman bane har phuul
kalī kalī kī sabā jā ke god bhar aa.ī",firaq-gorakhpuri
"shab-e-'firāq' uThe dil meñ aur bhī kuchh dard
kahūñ ye kaise tirī yaad rāt-bhar aa.ī",firaq-gorakhpuri
"samajhtā huuñ ki tū mujh se judā hai
shab-e-furqat mujhe kyā ho gayā hai",firaq-gorakhpuri
"tirā ġham kyā hai bas ye jāntā huuñ
ki merī zindagī mujh se ḳhafā hai",firaq-gorakhpuri
"kabhī ḳhush kar ga.ī mujh ko tirī yaad
kabhī āñkhoñ meñ aañsū aa gayā hai",firaq-gorakhpuri
"hijāboñ ko samajh baiThā maiñ jalva
nigāhoñ ko baḌā dhokā huā hai",firaq-gorakhpuri
"bahut duur ab hai dil se yaad terī
mohabbat kā zamāna aa rahā hai",firaq-gorakhpuri
"na jī ḳhush kar sakā terā karam bhī
mohabbat ko baḌā dhokā rahā hai",firaq-gorakhpuri
"kabhī taḌpā gayā hai dil tirā ġham
kabhī dil ko sahārā de gayā hai",firaq-gorakhpuri
"shikāyat terī dil se karte karte
achānak pyaar tujh par aa gayā hai",firaq-gorakhpuri
"jise chauñkā ke tū ne pher lī aañkh
vo terā dard ab tak jāgtā hai",firaq-gorakhpuri
"jahāñ hai maujzan rañgīnī-e-husn
vahīñ dil kā kañval lahrā rahā hai",firaq-gorakhpuri
"gulābī hotī jaatī haiñ fazā.eñ
koī is rañg se sharmā rahā hai",firaq-gorakhpuri
"mohabbat tujh se thī qabl-az-mohabbat
kuchh aisā yaad mujh ko aa rahā hai",firaq-gorakhpuri
"judā āġhāz se anjām se duur
mohabbat ik musalsal mājrā hai",firaq-gorakhpuri
"ḳhudā-hāfiz magar ab zindagī meñ
faqat apnā sahārā rah gayā hai",firaq-gorakhpuri
"mohabbat meñ 'firāq' itnā na ġham kar
zamāne meñ yahī hotā rahā hai",firaq-gorakhpuri
"sar meñ saudā bhī nahīñ dil meñ tamannā bhī nahīñ
lekin is tark-e-mohabbat kā bharosā bhī nahīñ",firaq-gorakhpuri
"dil kī gintī na yagānoñ meñ na begānoñ meñ
lekin us jalva-gah-e-nāz se uThtā bhī nahīñ",firaq-gorakhpuri
"mehrbānī ko mohabbat nahīñ kahte ai dost
aah ab mujh se tirī ranjish-e-bejā bhī nahīñ",firaq-gorakhpuri
"ek muddat se tirī yaad bhī aa.ī na hameñ
aur ham bhuul ga.e hoñ tujhe aisā bhī nahīñ",firaq-gorakhpuri
"aaj ġhaflat bhī un āñkhoñ meñ hai pahle se sivā
aaj hī ḳhātir-e-bīmār shakebā bhī nahīñ",firaq-gorakhpuri
"baat ye hai ki sukūn-e-dil-e-vahshī kā maqām
kunj-e-zindāñ bhī nahīñ vus.at-e-sahrā bhī nahīñ",firaq-gorakhpuri
"are sayyād hamīñ gul haiñ hamīñ bulbul haiñ
tū ne kuchh aah sunā bhī nahīñ dekhā bhī nahīñ",firaq-gorakhpuri
"aah ye majma-e-ahbāb ye bazm-e-ḳhāmosh
aaj mahfil meñ 'firāq'-e-suḳhan-ārā bhī nahīñ",firaq-gorakhpuri
"ye bhī sach hai ki mohabbat pe nahīñ maiñ majbūr
ye bhī sach hai ki tirā husn kuchh aisā bhī nahīñ",firaq-gorakhpuri
"yuuñ to hañgāme uThāte nahīñ dīvāna-e-ishq
magar ai dost kuchh aisoñ kā Thikānā bhī nahīñ",firaq-gorakhpuri
"fitrat-e-husn to ma.alūm hai tujh ko hamdam
chāra hī kyā hai ba-juz sabr so hotā bhī nahīñ",firaq-gorakhpuri
"muñh se ham apne burā to nahīñ kahte ki 'firāq'
hai tirā dost magar aadmī achchhā bhī nahīñ",firaq-gorakhpuri
"shām-e-ġham kuchh us nigāh-e-nāz kī bāteñ karo
be-ḳhudī baḌhtī chalī hai raaz kī bāteñ karo",firaq-gorakhpuri
"ye sukūt-e-nāz ye dil kī ragoñ kā TūTnā
ḳhāmushī meñ kuchh shikast-e-sāz kī bāteñ karo",firaq-gorakhpuri
"nik.hat-e-zulf-e-pareshāñ dāstān-e-shām-e-ġham
sub.h hone tak isī andāz kī bāteñ karo",firaq-gorakhpuri
"har rag-e-dil vajd meñ aatī rahe dukhtī rahe
yūñhī us ke jā-o-bejā naaz kī bāteñ karo",firaq-gorakhpuri
"jau adam kī jaan hai jo hai payām-e-zindagī
us sukūt-e-rāz us āvāz kī bāteñ karo",firaq-gorakhpuri
"ishq rusvā ho chalā be-kaif sā bezār sā
aaj us kī nargas-e-ġhammaz kī bāteñ karo",firaq-gorakhpuri
"naam bhī lenā hai jis kā ik jahān-e-rañg-o-bū
dosto us nau-bahār-e-nāz kī bāteñ karo",firaq-gorakhpuri
"kis liye uzr-e-taġhāful kis liye ilzām-e-ishq
aaj charḳh-e-tafraqa-parvāz kī bāteñ karo",firaq-gorakhpuri
"kuchh qafas kī tīliyoñ se chhan rahā hai nuur sā
kuchh fazā kuchh hasrat-e-parvāz kī bāteñ karo",firaq-gorakhpuri
"jo hayāt-e-jāvidāñ hai jo hai marg-e-nā-gahāñ
aaj kuchh us naaz us andāz kī bāteñ karo",firaq-gorakhpuri
"ishq-e-be-parvā bhī ab kuchh nā-shakebā ho chalā
shoḳhī-e-husn-e-karishma-sāz kī bāteñ karo",firaq-gorakhpuri
"jis kī furqat ne palaT dī ishq kī kaayā 'firāq'
aaj us īsā-nafas dam-sāz kī bāteñ karo",firaq-gorakhpuri
"sitāroñ se ulajhtā jā rahā huuñ
shab-e-furqat bahut ghabrā rahā huuñ",firaq-gorakhpuri
"tire ġham ko bhī kuchh bahlā rahā huuñ
jahāñ ko bhī samajhtā jā rahā huuñ",firaq-gorakhpuri
"yaqīñ ye hai haqīqat khul rahī hai
gumāñ ye hai ki dhoke khā rahā huuñ",firaq-gorakhpuri
"agar mumkin ho le le apnī aahaT
ḳhabar do husn ko maiñ aa rahā huuñ",firaq-gorakhpuri
"hadeñ husn-o-mohabbat kī milā kar
qayāmat par qayāmat Dhā rahā huuñ",firaq-gorakhpuri
"ḳhabar hai tujh ko ai zabt-e-mohabbat
tire hāthoñ meñ luTtā jā rahā huuñ",firaq-gorakhpuri
"asar bhī le rahā huuñ terī chup kā
tujhe qaa.il bhī kartā jā rahā huuñ",firaq-gorakhpuri
"bharam tere sitam kā khul chukā hai
maiñ tujh se aaj kyuuñ sharmā rahā huuñ",firaq-gorakhpuri
"unhīñ meñ raaz haiñ gul-bāriyoñ ke
maiñ jo chiñgāriyāñ barsā rahā huuñ",firaq-gorakhpuri
"jo un ma.asūm āñkhoñ ne diye the
vo dhoke aaj tak maiñ khā rahā huuñ",firaq-gorakhpuri
"tire pahlū meñ kyuuñ hotā hai mahsūs
ki tujh se duur hotā jā rahā huuñ",firaq-gorakhpuri
"had-e-jor-o-karam se baḌh chalā husn
nigāh-e-yār ko yaad aa rahā huuñ",firaq-gorakhpuri
"jo uljhī thī kabhī aadam ke hāthoñ
vo gutthī aaj tak suljhā rahā huuñ",firaq-gorakhpuri
"mohabbat ab mohabbat ho chalī hai
tujhe kuchh bhūltā sā jā rahā huuñ",firaq-gorakhpuri
"ajal bhī jin ko sun kar jhūmtī hai
vo naġhme zindagī ke gā rahā huuñ",firaq-gorakhpuri
"ye sannāTā hai mere paañv kī chaap
'firāq' apnī kuchh aahaT pā rahā huuñ",firaq-gorakhpuri
"tez ehsās-e-ḳhudī darkār hai
zindagī ko zindagī darkār hai",firaq-gorakhpuri
"jo chaḌhā jaa.e ḳhumistān-e-jahāñ
haañ vahī lab-tishnagī darkār hai",firaq-gorakhpuri
"devtāoñ kā ḳhudā se hogā kaam
aadmī ko aadmī darkār hai",firaq-gorakhpuri
"sau gulistāñ jis udāsī par nisār
mujh ko vo afsurdagī darkār hai",firaq-gorakhpuri
"shā.erī hai sar-basar tahzīb-e-qalb
us ko ġham shā.istagī darkār hai",firaq-gorakhpuri
"sho.ala meñ laatā hai jo soz-o-gudāz
vo ḳhulūs-e-bātnī darkār hai",firaq-gorakhpuri
"ḳhūbī-e-lafz-o-bayāñ se kuchh sivā
shā.erī ko sāhirī darkār hai",firaq-gorakhpuri
"qādir-e-mutlaq ko bhī insān kī
sunte haiñ be-chārgī darkār hai",firaq-gorakhpuri
"aur hoñge tālib-e-mad.h-e-jahāñ
mujh ko bas terī ḳhushī darkār hai",firaq-gorakhpuri
"aql meñ yuuñ to nahīñ koī kamī
ik zarā dīvāngī darkār hai",firaq-gorakhpuri
"hosh vāloñ ko bhī merī raa.e meñ
ek guuna be-ḳhudī darkār hai",firaq-gorakhpuri
"ḳhatrā-e-bisyār-dānī kī qasam
ilm meñ bhī kuchh kamī darkār hai",firaq-gorakhpuri
"dosto kaafī nahīñ chashm-e-ḳhirad
ishq ko bhī raushnī darkār hai",firaq-gorakhpuri
"merī ġhazloñ meñ haqā.eq haiñ faqat
aap ko to shā.erī darkār hai",firaq-gorakhpuri
"tere paas aayā huuñ kahne ek baat
mujh ko terī dostī darkār hai",firaq-gorakhpuri
"maiñ jafāoñ kā na kartā yuuñ gila
aaj terī nā-ḳhushī darkār hai",firaq-gorakhpuri
"us kī zulf ārāsta-pairāsta
ik zarā sī barhamī darkār hai",firaq-gorakhpuri
"zinda-dil thā tāza-dam thā hijr meñ
aaj mujh ko be-dilī darkār hai",firaq-gorakhpuri
"halqa halqa gesū-e-shab rañg-e-yār
mujh ko terī abtarī darkār hai",firaq-gorakhpuri
"aql ne kal mere kānoñ meñ kahā
mujh ko terī zindagī darkār hai",firaq-gorakhpuri
"tez-rau tahzīb-e-ālam ko 'firāq'
ik zarā āhistagī darkār hai",firaq-gorakhpuri
"tumheñ kyūñkar batā.eñ zindagī ko kyā samajhte haiñ
samajh lo saañs lenā ḳhud-kushī karnā samajhte haiñ",firaq-gorakhpuri
"kisī badmast ko rāz-āshnā sab kā samajhte haiñ
nigāh-e-yār tujh ko kyā batā.eñ kyā samajhte haiñ",firaq-gorakhpuri
"bas itne par hameñ sab log dīvāna samajhte haiñ
ki is duniyā ko ham ik dūsrī duniyā samajhte haiñ",firaq-gorakhpuri
"kahāñ kā vasl tanhā.ī ne shāyad bhes badlā hai
tire dam bhar ke mil jaane ko ham bhī kyā samajhte haiñ",firaq-gorakhpuri
"umīdoñ meñ bhī un kī ek shān-e-be-niyāzī hai
har āsānī ko jo dushvār ho jaanā samajhte haiñ",firaq-gorakhpuri
"yahī zid hai to ḳhair āñkheñ uThāte haiñ ham us jānib
magar ai dil ham is meñ jaan kā khaTkā samajhte haiñ",firaq-gorakhpuri
"kahīñ hoñ tere dīvāne Thahar jaa.eñ to zindāñ hai
jidhar ko muñh uThā kar chal paḌe sahrā samajhte haiñ",firaq-gorakhpuri
"jahāñ kī fitrat-e-begāna meñ jo kaif-e-ġham bhar deñ
vahī jiinā samajhte haiñ vahī marnā samajhte haiñ",firaq-gorakhpuri
"hamārā zikr kyā ham ko to hosh aayā mohabbat meñ
magar ham qais kā dīvāna ho jaanā samajhte haiñ",firaq-gorakhpuri
"na shoḳhī shoḳh hai itnī na purkār itnī purkārī
na jaane log terī sādgī ko kyā samajhte haiñ",firaq-gorakhpuri
